STNID,LATITUDE,LONGITUDE
704140-45715,52.717,174.1
720110-53983,30.784,-98.662
720113-54829,42.543,-83.178
720175-53919,33.636,-91.756
720202-00118,45.417,-123.81700000000001
720263-63834,34.095,-82.816
720289-63836,33.53,-82.516
720304-64752,40.1,-75.267
720344-99999,42.733000000000004,-95.55
720346-53991,30.75,-92.688
720347-99999,33.6,-83.133
720348-99999,33.154,-83.241
720351-99999,41.233000000000004,-92.5
720353-99999,36.617,-83.733
720354-63901,34.699,-99.33800000000001
720356-13999,35.538000000000004,-98.933
720357-99999,35.95,-96.767
720358-53999,35.473,-98.006
720359-23902,35.275,-96.675
720365-24267,42.074,-124.29
720365-99999,42.074,-124.29
720366-99999,38.687,-80.652
720367-54927,45.372,-94.746
720368-54924,43.987,-95.783
720386-99999,45.117000000000004,-95.133
720675-99999,36.53,-115.57000000000001
720749-24255,48.35,-122.667
720965-13910,32.433,-99.85000000000001
722003-99999,44.483000000000004,-93.017
722004-99999,46.25,-96.60000000000001
722005-99999,38.302,-95.72500000000001
722006-99999,43.617000000000004,-96.217
722007-54828,43.459,-83.446
722008-99999,27.833000000000002,-97.06700000000001
722012-92817,28.95,-81.967
722021-92816,28.014,-82.345
722043-03738,34.891,-79.759
722051-53932,34.398,-96.148
722054-53959,35.14,-90.236
722081-13730,39.417,-77.383
722109-00355,34.317,-84.417
722113-53979,30.169,-96.98
722114-54901,45.159,-93.843
722123-12809,27.95,-81.783
722138-63852,30.368000000000002,-89.455
722141-03731,36.023,-78.33
722142-04114,44.523,-114.21600000000001
722147-53817,31.083000000000002,-83.8
722152-53957,36.437,-99.521
722158-13752,38.991,-76.489
722165-63808,34.979,-89.787
722191-03721,33.929,-78.075
722198-63819,36.2,-81.65
722210-13858,30.483,-86.517
722217-99999,32.564,-82.985
722241-99999,42.25,-96.983
722242-99999,29.400000000000002,-90.3
722247-99999,40.633,-74.667
722256-64774,42.098,-70.672
722322-00361,37.033,-85.95
722323-00362,31.417,-97.8
722330-53865,30.344,-89.822
722336-99999,29.330000000000002,-89.4
722346-54824,42.993,-84.139
722347-13833,31.282,-89.253
722354-13927,32.338,-90.221
722362-99999,33.167,-95.617
722363-99999,29.947,-100.174
722364-23903,34.681,-90.34700000000001
722406-12927,29.566,-90.66
722440-12918,29.646,-95.282
722488-03996,32.348,-91.03
722508-12957,26.16,-97.33800000000001
722618-23091,30.912,-102.917
722721-93063,32.633,-108.167
722820-99999,31.37,-93.16
722821-99999,31.022000000000002,-92.11
722822-63903,31.114,-92.96600000000001
722931-93107,32.867,-117.133
723010-03810,35.742,-81.382
723020-13748,34.267,-77.9
723046-13766,35.917,-75.702
723065-13783,35.633,-77.383
723070-13786,36.258,-76.172
723084-93775,37.709,-77.435
723105-03858,33.967,-80.8
723122-99999,34.75,-82.367
723123-99999,46.15,-89.217
723156-63812,35.646,-80.52
723160-13870,31.54,-82.507
723171-99999,34.991,-117.863
723190-93846,34.498,-82.709
723250-03847,35.951,-85.081
723280-03894,36.617,-87.412
723284-93839,35.35,-89.867
723350-13877,36.480000000000004,-82.399
723406-93991,36.125,-90.924
723424-53919,33.636,-91.756
723435-53921,34.547000000000004,-93.578
723447-03918,36.291000000000004,-92.59
723450-13971,36.267,-93.157
723575-03950,34.558,-98.417
723626-03737,36.399,-76.016
723628-99999,31.183,-99.31700000000001
723629-99999,30.069,-93.801
723660-23007,34.427,-100.284
723750-03103,35.144,-111.666
723758-99999,45.5,-91
723759-99999,33.909,-94.85900000000001
723761-99999,30.517,-96.7
723825-23131,34.583,-117.383
723926-23136,34.211,-119.08800000000001
723980-93720,38.341,-75.513
723990-14711,40.196,-76.772
724007-03719,36.682,-76.602
724065-99999,39.085,-76.759
724180-13781,39.674,-75.606
724190-03889,37.591,-83.31400000000001
724200-14891,40.82,-82.518
724270-99999,36.017,-84.217
724285-13812,39.817,-82.933
724293-00376,40.46,-106.76
724373-03868,39.443,-87.322
724389-99999,28.53,-90.98
724420-13997,38.132,-91.765
724430-93989,39.937,-91.197
724462-03073,31.307000000000002,-95.404
724530-13969,36.737,-97.102
724677-93007,38.533,-106.933
724750-23176,38.423,-113.011
724770-99999,39.6,-116
725050-04781,40.794000000000004,-73.102
725053-94728,40.779,-73.96900000000001
725100-94746,42.271,-71.873
725128-54739,40.85,-77.85000000000001
725220-14750,43.338,-73.61
725420-14931,40.773,-91.125
725624-14994,40.789,-99.771
725710-94025,40.481,-107.218
725864-94182,44.894,-116.10000000000001
725930-23233,36.664,-121.60900000000001
726070-99999,44.800000000000004,-68.81700000000001
726164-54728,44.366,-71.552
726364-04883,43.963,-86.408
726391-00385,38.783,-106.217
726392-00424,39.433,-107.383
726396-00422,39.050000000000004,-105.516
726487-94896,45.117000000000004,-87.633
726514-94032,43.733000000000004,-103.61500000000001
726572-94966,46.283,-96.15
726690-99999,41.800000000000004,-107.2
726720-99999,43.064,-108.46000000000001
726876-00387,44.4,-118.967
726920-24230,44.256,-121.141
726950-99999,44.58,-124.058
727570-99999,47.933,-97.167
727630-24012,46.800000000000004,-102.797
727690-24137,48.604,-112.377
727700-24138,45.258,-112.555
727740-24135,45.964,-112.501
727870-99999,47.967,-117.427
727900-24141,47.308,-119.516
740035-03145,32.65,-114.617
744550-94982,41.613,-90.595
746140-23112,36.25,-115.033
746141-23141,36.583,-115.683
746410-99999,36.283,-99.767
747040-03102,34.053,-117.577
747240-03148,32.883,-112.717
747360-93042,36.025,-102.549
747390-13961,32.825,-97.364
747460-03904,30.591,-96.363
747560-12816,29.692,-82.276
747570-93874,30.412,-89.081
747580-13978,33.496,-90.089
747590-13833,31.27,-89.256
747680-13939,33.494,-90.98100000000001
747685-93874,30.412,-89.081
747760-03818,30.837,-85.184
747820-53860,30.337,-81.513
747830-12849,26.079,-80.162
747870-12834,29.174,-81.072
747931-12876,28.061,-81.757
747940-12868,28.483,-80.56700000000001
785145-11653,18.254,-67.149
785260-11641,18.433,-66.011
994037-99999,26.95,-94.683
997367-99999,30.283,-89.367
999999-03037,39.428,-101.046
999999-03053,31.883,-106.717
999999-03061,37.255,-108.504
999999-03067,38.87,-100.96300000000001
999999-03174,33.8,-118.333
999999-03948,35.25,-97.467
999999-12907,27.533,-99.467
999999-12989,29.783,-93.3
999999-12991,28.517,-90.967
999999-13301,39.867,-93.147
999999-13839,31.317,-85.45
999999-14702,42.468,-71.295
999999-14763,42.427,-73.289
999999-21514,19.535,-155.576
999999-21515,19.645,-155.083
999999-23259,36.59,-121.849
999999-24241,46.483000000000004,-122.81700000000001
999999-25379,57.057,-135.327
999999-25711,57.158,-170.21200000000002
999999-26401,61.253,-149.794
999999-26422,64.777,-141.148
999999-26526,62.091,-152.735
999999-26547,61.983000000000004,-152.083
999999-27503,70.639,-159.995
999999-53843,31.309,-86.394
999999-53882,30.983,-84.633
999999-54781,42.894,-73.249
999999-63820,36.38,-88.985
999999-63839,34.269,-86.858
999999-63857,34.285000000000004,-85.962
999999-63858,32.457,-87.242
999999-92821,28.616,-80.693
999999-93041,32.283,-106.917
999999-93132,39,-110.15
999999-93810,37.78,-89.25
999999-93947,30.243000000000002,-98.91
999999-93983,31.78,-95.706
999999-94041,47.646,-101.43900000000001
999999-94176,47.683,-117.321
999999-94196,44.404,-118.96300000000001
999999-94274,47.268,-122.57600000000001
999999-94605,46.617000000000004,-69.533
999999-94700,44.576,-71.179
700001-26492,60.784,-148.848
700197-26558,66.6,-159.986
700631-25715,52.22,-174.20600000000002
700632-26645,65.983,-161.133
700634-27408,70.331,-149.598
700635-26465,68.479,-149.49
701040-26631,68.867,-166.133
701043-26623,68.35000000000001,-166.8
701045-26649,68.031,-162.903
701170-26634,65.563,-167.921
701195-26625,66.25,-166.089
701210-26624,69.733,-163.005
701335-26648,67.566,-162.975
701486-26642,67.731,-164.548
701625-26542,68.167,-151.767
701718-26551,67.1,-157.85
701745-26480,67.511,-148.493
701793-26524,64.999,-150.638
701945-46405,68.115,-145.579
701975-26422,64.776,-141.16400000000002
702005-26647,62.062000000000005,-163.3
702006-26502,64.321,-158.733
702035-26704,63.687000000000005,-170.493
702075-26644,62.65,-160.183
702084-26650,62.785000000000004,-164.491
702120-26646,61.783,-166.03300000000002
702185-26622,60.383,-166.20000000000002
702186-26651,61.524,-166.147
702220-26501,64.737,-156.934
702223-26602,64.935,-161.155
702312-26555,62.543,-153.623
702315-26536,62.894,-155.976
702350-26534,61.1,-155.583
702490-26526,62.091,-152.735
702495-26547,61.983000000000004,-152.083
702595-26559,60.476,-151.034
702606-96401,62.826,-149.907
702607-25378,58.096000000000004,-135.409
702615-26498,64.83800000000001,-147.614
702625-00104,63.017,-154.367
702626-99999,57.58,-157.58
702627-26561,64.727,-155.47
702628-00105,61.867000000000004,-162.03300000000002
702645-46403,63.733000000000004,-148.917
702647-26499,63.866,-148.969
702648-46406,63.391,-148.95600000000002
702650-26407,64.683,-147.083
702675-26484,63.032000000000004,-145.498
702685-27518,70.467,-157.436
702686-00106,60.9,-161.233
702695-96402,61.714,-148.909
702697-00107,59.45,-157.333
702715-46407,61.949,-147.169
702720-26401,61.253,-149.794
702745-26560,61.748000000000005,-150.054
702746-26497,61.416000000000004,-149.507
702755-46404,61.437000000000005,-142.904
702756-26479,61.132,-146.244
702757-26444,60.783,-148.733
702758-27517,70.34400000000001,-150.945
702770-26438,60.129,-149.418
702913-46402,62.402,-142.995
702915-26486,62.709,-143.981
702986-26557,60.814,-152.297
703050-25623,58.65,-162.067
703051-26521,62.183,-159.767
703052-26652,61.536,-160.341
703053-26654,61.775,-161.31900000000002
703056-26635,62.095,-163.68200000000002
703057-26653,60.541000000000004,-165.08700000000002
703061-25521,59.324,-155.90200000000002
703210-25513,59.050000000000004,-158.517
703330-25508,56.959,-158.632
703333-25518,56.311,-158.373
703334-25519,58.185,-157.386
703407-26553,61.717,-157.15
703605-25604,59.011,-161.82
703606-25629,59.067,-160.367
703621-25516,59.446,-151.707
703644-27515,70.21300000000001,-150.994
703655-26552,65.69800000000001,-156.351
703817-25357,58.192,-136.344
703830-25310,57.499,-134.586
703835-25628,56.575,-169.663
703855-25369,56.967,-133.9
703870-25338,56.473,-132.387
703884-25376,55.206,-132.828
703886-25348,56.247,-134.645
703985-25377,55.131,-131.578
720120-63837,32.217,-80.7
720137-04867,41.425000000000004,-88.419
720141-04868,41.019,-89.386
720151-03049,30.383,-103.683
720160-63884,37.601,-81.559
720170-63851,37.186,-88.751
720172-53996,34.545,-94.203
720198-54813,46.412,-86.65
720257-63835,31.397000000000002,-84.895
720258-04997,46.619,-93.31
720259-63844,35.223,-83.419
720261-53976,33.175,-97.828
720262-94076,40.054,-106.369
720264-63827,37.064,-81.798
720265-63833,32.915,-85.96300000000001
720266-54809,41.275,-85.84
720267-23224,38.955,-121.08200000000001
720268-53882,30.983,-84.633
720269-12982,27.207,-98.121
720271-03044,32.213,-101.521
720272-94282,48.467,-122.417
720273-12981,28.973,-95.863
720274-93799,34.273,-78.715
720275-04872,41.736000000000004,-83.655
720276-12983,26.442,-98.129
720277-63843,35.256,-81.601
720278-03704,36.687,-77.483
720279-03705,34.602000000000004,-78.578
720281-53969,34.226,-99.284
720282-03736,36.018,-75.671
720283-04927,43.677,-92.18
720284-04877,42.574,-84.811
720285-03734,37.521,-76.765
720286-53977,32.444,-97.81700000000001
720287-53967,33.714,-96.674
720288-03711,36.361000000000004,-78.529
720291-53970,32.747,-96.531
720293-04989,42.453,-91.94800000000001
720295-53972,32.084,-97.09700000000001
720296-53945,30.886,-94.035
720297-03730,37.239000000000004,-76.71600000000001
720298-53971,31.869,-95.218
720299-53966,32.456,-96.913
720301-63846,32.646,-81.596
720302-53963,33.593,-95.06400000000001
720303-53973,30.872,-96.622
720305-53964,33.254,-97.581
720306-53879,38.958,-94.371
720307-63804,34.861000000000004,-86.557
720308-04992,41.196,-96.11200000000001
720309-04947,40.947,-91.511
720311-53962,33.096000000000004,-94.961
720312-04964,41.4,-92.946
720313-03052,35.613,-100.996
720314-93983,31.78,-95.706
720315-03045,36.414,-100.75
720316-12984,27.779,-97.691
720317-03735,38.398,-77.456
720318-53965,33.11,-98.555
720319-63841,39.016,-87.65
720320-53981,32.354,-97.434
720321-04893,45.654,-84.519
720322-04129,48.299,-116.56
720323-93947,30.243000000000002,-98.91
720324-64753,40.435,-75.382
720326-04981,42.219,-92.026
720327-04995,44.892,-91.868
720328-63832,39,-80.274
720330-63853,38.607,-87.727
720333-53175,33.898,-117.602
720340-54818,44.626,-86.20100000000001
720342-53947,35.864,-98.421
720343-54852,44.333,-89.02
720344-54920,42.732,-95.556
720345-94086,42.796,-109.807
720347-63877,33.598,-83.139
720348-63886,33.154,-83.241
720351-54919,41.226,-92.491
720353-63875,36.611000000000004,-83.738
720355-03732,39.6,-78.767
720357-53993,35.95,-96.773
720361-63870,31.043,-86.312
720362-63874,31.847,-86.614
720363-63872,31.952,-85.131
720366-63879,38.687,-80.652
720369-04135,43.743,-111.098
720371-54850,41.96,-85.593
720373-92824,28,-82.164
720374-92825,27.916,-82.449
720375-54844,46.007,-83.743
720376-63880,34.229,-86.256
720377-13917,35.633,-91.167
720378-00122,41.033,-80.417
720379-63882,36.855000000000004,-84.85600000000001
720381-63885,30.291,-87.672
720382-00123,63.49,-162.11
722003-54930,44.476,-93.016
722004-54922,46.244,-96.607
722006-54926,43.621,-96.21600000000001
722008-12995,27.812,-97.089
722011-92813,28.29,-81.437
722014-12818,28.474,-82.45400000000001
722016-12896,24.726,-81.048
722017-12876,28.062,-81.754
722022-12803,26.378,-80.108
722024-12882,25.91,-80.283
722029-12888,25.642,-80.435
722031-63839,34.269,-86.858
722032-54916,44.074,-93.553
722033-04999,44.753,-95.556
722034-12812,26.918,-81.994
722037-92809,26,-80.241
722039-12885,26.199,-80.178
722041-12993,29.445,-90.261
722042-53978,32.742,-95.496
722044-53930,34.804,-96.671
722046-12898,28.517,-80.8
722049-92805,26.246000000000002,-80.111
722052-53933,36.773,-98.67
722055-12861,29.167,-82.233
722059-04866,42.69,-88.304
722061-03038,39.467,-106.15
722062-63842,31.477,-82.861
722067-63823,30.219,-81.876
722069-53853,30.393,-86.467
722071-53935,35.096000000000004,-97.96600000000001
722072-03894,36.624,-87.419
722073-03727,34.976,-78.364
722074-63840,38.089,-88.123
722075-04871,41.932,-88.708
722076-94891,40.2,-87.60000000000001
722078-53938,34.471000000000004,-97.95100000000001
722079-53888,35.781,-80.304
722082-04876,42.246,-89.58200000000001
722089-94959,40.933,-90.433
722090-03875,31.883,-81.56700000000001
722091-53940,36.294000000000004,-95.479
722092-53941,36.605000000000004,-94.738
722093-04878,44.68,-84.729
722094-53984,32.699,-97.047
722095-03030,36.682,-101.505
722096-53127,35.976,-115.133
722097-04936,41.584,-95.339
722098-64761,40.96,-72.252
722099-53936,35.724000000000004,-96.82000000000001
722101-03039,37.45,-106.8
722103-12895,27.498,-80.376
722107-03056,32.675,-102.654
722108-12894,26.538,-81.757
722112-53982,32.699,-94.949
722115-12871,27.401,-82.559
722116-12873,27.913,-82.686
722119-12883,28,-82.05
722122-03050,32.693,-100.95100000000001
722124-04998,40.149,-97.587
722125-04829,43.433,-83.867
722126-04879,41.54,-87.532
722127-04880,41.071,-87.846
722128-53899,35.483000000000004,-81.161
722129-04939,46.839,-96.663
722131-03713,35.541000000000004,-78.39
722132-63801,35.39,-80.70700000000001
722133-53946,35.438,-94.803
722134-63822,32.193,-82.372
722136-53883,31.259,-81.46600000000001
722143-53975,32.579,-96.71900000000001
722144-04945,45.236000000000004,-93.986
722145-04884,45.426,-84.913
722148-63824,35.417,-80.151
722149-04899,41.352000000000004,-89.153
722151-14794,41.351,-71.806
722154-53885,34.722,-84.869
722155-03040,39.217,-104.633
722156-53873,34.116,-84.851
722157-04949,40.52,-90.652
722159-12980,26.178,-97.973
722162-26554,61.267,-153.8
722164-53949,35.668,-95.949
722167-03718,38.247,-78.046
722168-04960,44.779,-95.033
722169-03058,31.383,-103.511
722171-04889,40.924,-88.624
722172-63810,39.7,-87.669
722173-53951,34.711,-97.223
722174-23097,34.167,-101.717
722176-53884,33.312,-84.77
722177-63811,35.195,-83.865
722178-53953,35.021,-94.621
722179-04968,45.15,-92.533
722181-13837,33.467,-82.038
722182-04890,41.893,-89.078
722183-04972,45.823,-92.373
722185-53838,34.272,-83.83
722186-04892,45.689,-85.566
722187-93911,35.357,-96.943
722188-53985,35.212,-91.73700000000001
722189-92815,27.182000000000002,-80.221
722192-23033,32.473,-100.46600000000001
722193-03722,36.285000000000004,-78.984
722194-04896,40.293,-88.142
722195-03888,33.778,-84.525
722196-53863,33.878,-84.298
722197-53819,33.354,-84.569
722199-53956,35.929,-95.004
722201-03723,35.582,-79.101
722202-12985,29.211000000000002,-99.744
722203-03041,38.483000000000004,-106.31700000000001
722204-04996,42.046,-90.108
722208-04224,48.708,-122.911
722209-12986,28.654,-96.681
722211-94087,41.964,-100.569
722212-92814,29.959,-81.34
722213-12819,28.821,-81.81
722214-03070,35.858000000000004,-102.013
722217-63881,32.564,-82.985
722218-00356,38.533,-76.033
722224-53862,30.072,-83.574
722238-63873,31.35,-85.667
722241-54925,42.242,-96.983
722243-03738,34.891,-79.759
722244-00358,38.981,-76.922
722245-03882,30.212,-85.683
722247-54785,40.624,-74.669
722248-00359,30.131,-93.376
722249-63887,39.531,-84.395
722251-53958,32.514,-92.58800000000001
722252-54923,44.729,-96.266
722253-53992,32.756,-91.881
722268-13839,31.318,-85.443
722275-53843,31.306,-86.39
722276-53820,31.419,-87.048
722279-53852,34.658,-86.943
722284-03892,32.616,-85.433
722285-03896,33.967,-86.083
722291-00470,40.948,-95.917
722309-00432,29.25,-89.96600000000001
722312-03908,30.521,-90.418
722314-53915,30.029,-91.885
722319-53943,31.736,-93.099
722324-03071,32.036,-102.101
722329-12936,29.717000000000002,-91.333
722332-54953,45.469,-89.806
722333-03069,38.097,-106.169
722334-03976,30.833000000000002,-93.333
722338-12994,27.349,-98.73700000000001
722341-92822,29.296,-81.113
722342-54931,44.249,-95.607
722343-54826,42.351,-86.256
722348-53808,31.467000000000002,-89.333
722351-12953,29.266000000000002,-96.008
722357-03961,31.617,-91.283
722361-92808,29.054000000000002,-80.94800000000001
722362-93937,33.167,-95.617
722363-23098,29.947,-100.173
722403-12968,29.559,-91.525
722427-12975,29.519000000000002,-95.242
722429-53910,30.068,-95.556
722444-53902,30.361,-95.418
722447-53903,30.744,-95.587
722469-53912,32.032000000000004,-96.399
722479-53907,32.658,-97.095
722489-53911,32.713,-96.269
722499-53948,31.578,-94.709
722524-12972,28.084,-97.047
722527-12976,29.115000000000002,-95.46300000000001
722537-12961,29.983,-99.083
722539-12979,29.891000000000002,-97.864
722541-53914,33.183,-96.59
722542-03999,30.741,-98.235
722543-12977,29.62,-95.657
722547-53942,30.679000000000002,-97.679
722552-93929,33.651,-97.197
722553-53928,30.219,-96.374
722554-12978,29.908,-96.95
722563-53952,31.485,-97.316
722575-03972,31.083000000000002,-97.683
722577-93984,31.150000000000002,-97.417
722587-93955,33.633,-95.45
722588-13926,33.068,-96.065
722589-03991,33.209,-97.199
722593-03985,32.565,-97.308
722594-53909,32.994,-97.32000000000001
722598-03970,32.969,-96.836
722599-03971,32.678,-96.868
722616-03032,30.048000000000002,-102.21300000000001
722637-93046,35.9,-100.4
722648-03031,31.925,-102.387
722666-93943,31.8,-98.95
722676-03035,32.853,-104.468
722677-03027,35.003,-105.663
722683-93083,33.45,-105.517
722689-23077,34.433,-103.083
722693-93097,32.84,-105.991
722695-93041,32.283,-106.917
722725-23078,32.259,-107.721
722728-03196,31.421,-110.84700000000001
722747-93084,32.857,-109.636
722748-03914,32.95,-111.767
722749-53128,33.269,-111.813
722764-03029,35.657000000000004,-109.06
722783-03185,33.466,-111.721
722784-03184,33.69,-112.066
722787-53126,33.527,-112.295
722788-03186,33.417,-112.383
722789-03192,33.612,-111.923
722817-03068,38.767,-104.3
722819-53989,39.294000000000004,-96.926
722820-03949,31.357,-93.176
722821-53988,31.022000000000002,-92.911
722823-03749,39.645,-77.468
722825-53145,37.617,-116.264
722826-93762,39.733000000000004,-77.433
722868-93138,33.822,-116.504
722869-03171,33.953,-117.435
722885-93197,34.021,-118.447
722895-23243,34.667,-120.467
722897-93206,35.238,-120.644
722899-03179,33.976,-117.625
722903-03131,32.815,-117.137
722904-03178,32.576,-116.994
722907-53143,32.826,-116.973
722927-03177,33.13,-117.277
722934-53121,33.219,-117.35000000000001
722953-03183,35.067,-118.15
722955-03174,33.803,-118.34
722956-03167,33.924,-118.333
722972-63878,39.163000000000004,-89.675
722975-53141,33.79,-118.052
722976-03166,33.872,-117.986
723034-93747,35.033,-79.5
723035-93740,34.99,-78.88
723037-93765,34.733000000000004,-76.657
723055-63816,35.765,-80.95700000000001
723068-93759,35.85,-77.895
723069-93753,34.833,-77.617
723074-03703,36.028,-76.56700000000001
723079-93796,36.298,-77.171
723098-93798,38.527,-77.859
723104-53867,33.972,-80.994
723109-93782,34.791000000000004,-79.368
723114-03715,38.01,-77.97
723115-53854,33.464,-80.85300000000001
723116-03742,34.466,-79.89
723117-53871,34.984,-81.056
723118-53850,34.672000000000004,-82.881
723122-63889,34.758,-82.376
723123-14886,46.15,-89.217
723124-53874,34.254,-82.153
723143-03720,35.237,-79.391
723144-53890,35.428,-81.935
723146-53892,36.432,-81.419
723147-53870,35.197,-81.156
723148-63859,35.821,-81.611
723165-63821,36.223,-81.098
723171-53144,34.988,-117.86500000000001
723174-93783,36.048,-79.474
723177-63807,36.46,-80.553
723194-53872,35.015,-80.624
723231-63883,34.679,-86.685
723273-13827,36.009,-86.52
723300-03975,36.77,-90.322
723307-53893,33.45,-88.583
723400-03952,34.835,-92.26
723407-03953,35.836,-90.644
723409-53869,35.938,-89.833
723415-03962,34.476,-93.104
723416-13925,34.6,-91.574
723429-53920,35.257,-93.095
723434-03973,36.176,-94.119
723436-53922,36.29,-94.312
723439-53918,36.371,-92.47200000000001
723441-54921,41.730000000000004,-98.054
723443-53955,36.191,-94.491
723444-03978,36.35,-94.217
723448-53934,35.726,-91.647
723449-53954,36.372,-94.107
723484-53901,36.879,-91.905
723526-03932,35.357,-99.20400000000001
723528-03981,34.353,-98.988
723529-53929,34.147,-97.123
723535-13909,36.333,-97.917
723536-53986,36.383,-97.8
723537-53913,35.852000000000004,-97.414
723544-03954,35.541000000000004,-97.647
723545-03965,36.162,-97.089
723555-93940,34.300000000000004,-97.017
723556-93953,35.658,-95.366
723564-53908,36.042,-95.99000000000001
723565-03959,36.766,-96.013
723570-03948,35.25,-97.467
723628-93942,31.178,-99.324
723629-53998,30.069,-93.804
723635-03024,35.695,-101.396
723647-03034,35.145,-106.795
723654-93091,35.883,-106.283
723657-03014,35.799,-107.181
723663-03012,36.45,-105.667
723710-03162,36.921,-111.449
723747-03101,34.264,-110.008
723754-93027,34.518,-109.38
723759-53990,33.909,-94.85900000000001
723761-23901,30.516000000000002,-96.70400000000001
723762-93244,34.607,-120.07600000000001
723783-03195,35.946,-112.155
723788-53135,35.157000000000004,-114.559
723826-93194,35.667,-117.833
723894-03181,37.633,-118.85000000000001
723895-23149,36.029,-119.063
723896-93144,36.317,-119.4
723898-53119,36.311,-119.623
723930-93214,34.717,-120.56700000000001
724006-03701,36.666000000000004,-76.321
724008-93781,36.439,-77.71000000000001
724014-93714,37.183,-77.5
724017-03707,37.358000000000004,-78.438
724019-93773,36.983000000000004,-77.001
724026-03716,37.647,-75.761
724033-03706,38.267,-77.449
724036-03710,38.721000000000004,-77.515
724043-03756,38.804,-76.069
724053-03717,39.143,-78.144
724055-03714,39.078,-77.558
724056-63805,36.895,-81.35000000000001
724057-13701,39.472,-76.17
724058-53818,36.683,-82.033
724066-93706,39.706,-77.73
724067-93744,39.333,-76.417
724074-93780,39.941,-74.84100000000001
724077-54779,41.009,-74.736
724084-54760,40.187,-74.125
724093-13764,38.69,-75.362
724094-54743,40.876,-74.283
724097-54738,40.800000000000004,-74.417
724105-93760,38.264,-78.896
724107-53895,36.766,-80.82300000000001
724113-53881,37.208,-80.408
724115-93757,37.95,-79.81700000000001
724117-63802,36.988,-82.53
724118-93797,36.688,-78.054
724127-53801,37.867,-80.4
724165-03725,38.994,-79.144
724175-03802,39.302,-80.224
724233-53841,38.185,-84.904
724237-53803,37.75,-87.167
724238-53886,37.800000000000004,-87.683
724276-53859,39.592,-84.226
724284-63825,39.9,-83.133
724287-04848,41.563,-83.477
724288-04804,40.078,-83.078
724294-53844,39.757,-82.663
724295-63888,39.84,-83.84
724298-04850,40.708,-84.021
724330-03879,38.65,-88.967
724335-93894,38.323,-88.858
724336-93810,37.783,-89.245
724339-03865,37.75,-89
724347-53904,38.93,-90.433
724354-63815,37.054,-84.615
724356-53866,39.585,-85.8
724365-53896,38.249,-86.95400000000001
724375-03893,39.143,-86.617
724384-53842,39.825,-86.296
724385-04828,40.117,-85.617
724387-54807,40.528,-86.059
724389-12991,28.517,-90.967
724395-03958,38.883,-90.05
724397-54831,40.483000000000004,-88.95
724453-03994,38.712,-93.175
724458-03963,38.595,-92.157
724459-53931,38.096000000000004,-92.553
724464-53916,39.82,-93.577
724468-03967,38.85,-94.739
724502-13932,37.165,-97.035
724504-03974,37.75,-97.21900000000001
724508-03997,39.008,-95.212
724509-53939,38.068,-97.275
724516-23020,37.050000000000004,-100.967
724517-13940,38.35,-98.867
724518-03968,38.85,-99.267
724519-93967,37.091,-95.57300000000001
724555-03936,39.135,-96.679
724604-93076,37,-101.883
724625-93005,37.143,-107.76
724627-03011,37.95,-107.9
724636-03013,38.072,-102.687
724646-03028,37.283,-102.614
724666-93067,39.56,-104.848
724673-93009,39.228,-106.316
724674-94050,40.044000000000004,-107.888
724676-93073,39.230000000000004,-106.87100000000001
724689-03026,39.241,-102.282
724694-00450,39.784,-104.538
724699-03065,39.9,-105.117
724700-93141,39.609,-110.755
724739-99999,29.842000000000002,-84.70100000000001
724741-99999,26.744,-81.433
724742-99999,28.02,-82.35000000000001
724754-23186,37.1,-113.60000000000001
724765-93013,38.505,-107.898
724767-93069,37.307,-108.626
724768-24051,40.436,-104.632
724769-94035,40.45,-105.017
724773-93132,39,-110.15
724776-93075,38.75,-109.763
724815-23257,37.286,-120.518
724828-93241,38.378,-121.959
724838-93205,39.102000000000004,-121.569
724846-53123,36.212,-115.194
724915-23259,36.588,-121.845
724937-23289,37.467,-122.117
724938-93231,37.517,-122.25
724946-93232,37.333,-121.81700000000001
724975-93809,37.064,-89.21900000000001
725014-54780,41.073,-71.924
725015-04789,41.509,-74.265
725016-54790,40.821,-72.867
725027-54788,41.51,-72.828
725029-64707,41.483000000000004,-73.133
725054-64710,41.921,-71.491
725059-14702,42.47,-71.289
725060-14704,41.65,-70.517
725064-54769,41.909,-70.728
725065-94726,41.679,-70.959
725066-94724,41.393,-70.616
725067-94720,41.672000000000004,-70.27
725068-54777,41.876,-71.021
725069-94624,41.688,-69.993
725073-64708,42.072,-70.221
725074-54752,41.597,-71.412
725075-54768,42.697,-73.17
725079-14787,41.53,-71.283
725084-54767,41.742,-72.182
725086-54734,41.372,-73.483
725088-54733,42.584,-70.915
725098-54704,42.191,-71.173
725104-04843,41.626,-80.212
725109-54782,40.238,-75.555
725113-54786,40.33,-75.123
725114-93778,39.919000000000004,-76.877
725116-54737,40.121,-76.294
725117-04827,40.133,-80.283
725119-54792,41.046,-78.411
725124-64705,40.777,-79.95
725144-54723,40.433,-76.56700000000001
725145-54746,41.701,-74.795
725146-54773,43.35,-76.383
725155-94761,42.483000000000004,-76.467
725157-54757,42.108000000000004,-77.984
725165-94737,43.533,-72.95
725175-64706,40.633,-79.10000000000001
725187-94733,44.687,-73.523
725194-54778,42.644,-77.053
725204-04813,40.767,-80.4
725207-54735,40.283,-79.4
