STNID,LATITUDE,LONGITUDE
725755-24101,41.117,-111.967
725760-24021,42.815,-108.726
725765-24061,43.064,-108.459
725775-04111,41.273,-111.031
725776-99999,43.6,-110.733
725780-24156,42.92,-112.572
725784-99999,46.133,-115.60000000000001
725785-24145,43.52,-112.068
725786-24151,42.189,-112.24900000000001
725805-24172,40.068,-118.57000000000001
725810-24193,40.721000000000004,-114.036
725824-99999,39.517,-115.967
725825-24121,40.824,-115.786
725826-99999,39.5,-117.08
725827-99999,41.667,-115.783
725830-24128,40.902,-117.808
725835-24119,40.612,-116.892
725837-99999,40.376,-120.57300000000001
725845-23225,39.276,-120.709
725846-99999,39.32,-120.133
725847-99999,38.883,-120
725848-99999,40.02,-124.07000000000001
725865-99999,43.5,-114.3
725866-99999,42.483000000000004,-114.483
725867-24133,42.545,-113.769
725868-99999,42.633,-111.583
725869-94186,42.302,-113.33500000000001
725895-94236,42.147,-121.726
725896-99999,42.22,-120.35000000000001
725905-23275,39.128,-123.2
725910-24216,40.152,-122.255
725920-24257,40.515,-122.298
725940-99999,40.800000000000004,-124.167
725945-24283,40.978,-124.105
725946-24286,41.784,-124.238
725955-24259,41.774,-122.468
725957-24215,41.315,-122.31700000000001
725958-99999,41.483000000000004,-120.56700000000001
725959-99999,41.733000000000004,-122.55
725970-24225,42.375,-122.87700000000001
725975-24235,42.6,-123.367
725976-99999,42.167,-120.4
725985-24267,42.074,-124.29
726050-14745,43.205,-71.503
726054-99999,42.32,-70.88
726055-99999,43.083,-70.81700000000001
726060-14764,43.642,-70.304
726064-99999,43.4,-70.7
726067-99999,42.2,-70.72
726068-99999,42.050000000000004,-70.18
726069-99999,41.78,-70.5
726073-99999,44.533,-69.683
726077-99999,44.45,-68.367
726079-99999,44.067,-69.10000000000001
726080-14608,44.917,-67
726084-99999,44.53,-67.62
726088-14606,44.798,-68.819
726116-94765,43.627,-72.305
726130-99999,44.267,-71.3
726140-54742,44.42,-72.019
726145-94705,44.205,-72.565
726155-99999,43.567,-71.417
726165-99999,42.9,-72.267
726170-14742,44.468,-73.15
726180-99999,44.533,-70.533
726184-99999,44.050000000000004,-70.283
726185-14605,44.316,-69.797
726187-99999,44.1,-69.10000000000001
726189-99999,44.27,-68.32000000000001
726190-99999,45.467,-69.583
726196-14610,45.648,-68.69200000000001
726223-94725,44.933,-74.848
726225-04742,44.651,-73.468
726227-94790,43.989000000000004,-76.026
726228-99999,44.383,-74.2
726350-94860,42.882,-85.523
726355-99999,42.133,-86.433
726356-99999,42.12,-86.48
726357-99999,42.233000000000004,-85.55
726358-99999,41.703,-86.821
726360-14840,43.171,-86.237
726365-99999,43.95,-86.47
726370-14826,42.967,-83.75
726375-99999,42.667,-83.417
726376-99999,43,-82.42
726377-99999,43.63,-83.85000000000001
726379-14845,43.528,-84.081
726380-94814,44.359,-84.674
726384-14817,44.283,-85.417
726385-99999,44.272,-86.247
726386-99999,44.63,-86.25
726387-14850,44.739000000000004,-85.568
726390-94849,45.072,-83.565
726394-99999,46.311,-85.45700000000001
726399-99999,45.95,-86.23
726400-14839,42.955,-87.905
726404-99999,45.933,-89.733
726406-99999,42.58,-87.75
726407-99999,43.02,-87.95
726408-99999,43.75,-87.7
726410-14837,43.141,-89.345
726416-14921,43.211,-90.187
726430-14920,43.879,-91.253
726435-14991,44.867000000000004,-91.488
726436-94930,43.933,-90.267
726440-14925,43.904,-92.492
726450-14898,44.480000000000004,-88.137
726454-99999,44.13,-87.55
726455-99999,44.133,-87.683
726456-99999,43.983000000000004,-88.55
726457-99999,44.25,-88.517
726458-99999,44.85,-87.417
726459-99999,44.78,-87.32000000000001
726463-14897,44.927,-89.625
726465-99999,44.783,-89.667
726467-99999,45.417,-91.767
726468-99999,45.717,-90.4
726480-99999,45.723,-87.09400000000001
726487-99999,45.127,-87.638
726499-99999,43.407000000000004,-94.746
726500-99999,43.167,-95.15
726510-14944,43.578,-96.754
726514-99999,43.733000000000004,-103.617
726515-99999,44.300000000000004,-96.81700000000001
726520-99999,43.067,-98.533
726525-99999,42.917,-97.383
726530-99999,43.800000000000004,-99.31700000000001
726540-14936,44.379,-98.223
726543-99999,45.65,-95.38
726544-99999,48.017,-92.85000000000001
726545-99999,43.775,-98.039
726546-14946,44.905,-97.15
726550-14926,45.544000000000004,-94.052
726553-99999,44.969,-95.717
726555-99999,46.4,-94.133
726556-99999,44.550000000000004,-95.083
726557-14910,45.868,-95.394
726558-99999,46.7,-92.5
726559-99999,44.451,-95.822
726560-99999,44.383,-100.283
726563-99999,44.325,-93.311
726564-99999,44.583,-92.483
726565-99999,45.567,-95.967
726566-99999,43.983000000000004,-96.3
726567-99999,44.317,-94.5
726568-99999,44.117000000000004,-93.267
726569-99999,44.867000000000004,-94.383
726573-99999,44.633,-93.233
726574-99999,44.637,-90.18900000000001
726576-14928,45.117000000000004,-95.083
726577-99999,45.15,-93.217
726578-99999,45.949,-94.34700000000001
726580-14922,44.885,-93.23100000000001
726583-99999,45.1,-94.5
726584-14927,44.932,-93.056
726585-99999,44.223,-93.919
726586-99999,43.65,-94.417
726587-99999,43.65,-95.583
726588-99999,44.083,-91.7
726589-99999,43.683,-93.367
726590-14929,45.444,-98.414
726605-99999,44.480000000000004,-103.783
726606-99999,44.734,-103.86200000000001
726620-24090,44.046,-103.054
726625-24006,44.15,-103.10000000000001
726626-99999,45.15,-89.117
726627-99999,45.6,-103.55
726650-99999,44.349000000000004,-105.539
726660-24029,44.76,-106.974
726664-94173,44.545,-110.422
726665-99999,43.967,-107.95
726673-99999,45.433,-105.4
726676-99999,47.133,-104.8
726685-99999,45.547000000000004,-100.408
726686-24025,44.381,-100.286
726695-99999,45.919000000000004,-102.10600000000001
726700-99999,44.517,-109.017
726710-99999,42.567,-110.10000000000001
726763-99999,44.65,-111.10000000000001
726764-99999,44.683,-111.117
726770-24033,45.807,-108.546
726774-99999,46.25,-114.15
726775-99999,46.43,-109.83
726776-24036,47.054,-109.45700000000001
726785-24135,45.965,-112.501
726797-24132,45.788000000000004,-111.162
726798-24150,45.698,-110.44200000000001
726810-24131,43.567,-116.241
726813-99999,43.633,-116.633
726815-24106,43.050000000000004,-115.867
726830-94185,43.595,-118.958
726835-24230,44.256,-121.139
726839-99999,44.4,-118.967
726865-99999,45.117000000000004,-113.883
726866-99999,45.18,-113.9
726873-99999,45.943,-116.123
726874-99999,42.9,-117.65
726880-24155,45.698,-118.834
726884-24148,45.283,-118
726885-24152,45.512,-118.425
726886-24130,44.843,-117.81
726904-24231,43.234,-123.358
726917-24284,43.413000000000004,-124.244
726930-24221,44.133,-123.21600000000001
726940-24232,44.905,-123.001
726945-99999,44.483000000000004,-123.283
726954-99999,44.583,-124.06700000000001
726958-24285,44.583,-124.05
726959-99999,45.25,-122.767
726963-99999,45.417,-123.81700000000001
726980-24229,45.596000000000004,-122.60900000000001
726985-99999,45.550000000000004,-122.4
726986-99999,45.533,-122.95
726987-99999,45.667,-121.883
726988-24219,45.619,-121.166
727033-99999,46.117000000000004,-67.8
727119-99999,46.617000000000004,-69.517
727120-14607,46.87,-68.017
727125-14623,46.95,-67.883
727130-14604,46.683,-68.05
727340-14847,46.480000000000004,-84.358
727344-99999,46.25,-84.467
727346-99999,46.5,-84.33
727347-14841,45.564,-84.793
727348-99999,45.85,-84.72
727410-99999,45.955,-90.424
727415-99999,45.633,-89.467
727430-94850,46.531,-87.549
727435-99999,45.865,-84.637
727437-99999,45.817,-88.117
727438-99999,46.550000000000004,-87.38
727440-14858,47.166000000000004,-88.48100000000001
727444-99999,47.050000000000004,-91.75
727445-99999,46.527,-90.131
727450-14913,46.844,-92.187
727452-99999,47.85,-96.617
727453-94967,46.9,-95.06700000000001
727455-94931,47.38,-92.83200000000001
727456-99999,46.722,-92.043
727457-99999,46.825,-95.886
727458-99999,47.217,-93.517
727459-99999,47.817,-91.833
727470-14918,48.559,-93.396
727473-99999,48.267,-92.483
727474-99999,47.425000000000004,-92.498
727475-99999,45.886,-93.272
727477-99999,48.85,-95.7
727478-99999,48.75,-96.95
727500-99999,46.6,-94.31700000000001
727503-99999,45.550000000000004,-93.267
727504-99999,46.550000000000004,-93.683
727505-99999,47.6,-95.767
727507-99999,45.333,-95.65
727530-14914,46.924,-96.812
727533-99999,45.78,-96.544
727534-99999,46.1,-97.15
727535-14919,46.926,-98.67
727550-99999,47.5,-94.933
727554-99999,47.75,-90.34
727555-99999,48.066,-96.185
727556-99999,47.25,-91.417
727564-99999,48.941,-95.348
727566-99999,43.667,-92.933
727573-99999,48.114000000000004,-98.909
727575-94925,47.967,-97.4
727576-14916,47.943,-97.184
727640-24011,46.782000000000004,-100.758
727645-24012,46.799,-102.797
727670-94014,48.174,-103.637
727675-94011,48.417,-101.35000000000001
727676-24013,48.252,-101.269
727677-99999,47.65,-101.44
727680-94008,48.214,-106.62100000000001
727684-99999,47.329,-106.953
727686-99999,48.1,-105.583
727687-99999,47.707,-104.193
727720-24144,46.604,-111.989
727730-24153,46.921,-114.09400000000001
727735-24139,46.638,-113.176
727750-24143,47.473,-111.383
727755-24112,47.517,-111.183
727760-99999,47.45,-111.383
727770-94012,48.543,-109.764
727790-24146,48.304,-114.264
727795-99999,47.6,-115.37
727796-24137,48.603,-112.375
727810-24243,46.564,-120.535
727815-24237,47.277,-121.337
727825-99999,47.399,-120.20700000000001
727826-24141,47.308,-119.515
727827-24110,47.193,-119.315
727830-24149,46.375,-117.015
727833-99999,44.52,-114.22
727834-99999,47.767,-116.81700000000001
727836-99999,47.47,-115.8
727840-99999,46.567,-119.60000000000001
727845-24163,46.27,-119.11800000000001
727846-24160,46.095,-118.286
727850-24157,47.622,-117.528
727855-24114,47.633,-117.65
727856-99999,47.683,-117.31700000000001
727857-99999,46.75,-117.117
727873-99999,48.544000000000004,-117.884
727885-99999,48.117000000000004,-123.5
727910-94224,46.157000000000004,-123.883
727920-24227,46.974000000000004,-122.905
727923-94225,46.973,-123.931
727924-24223,46.117000000000004,-122.894
727925-99999,47.233000000000004,-123.15
727926-99999,46.483000000000004,-122.8
727928-99999,47.483000000000004,-122.75
727930-24233,47.445,-122.31400000000001
727934-99999,47.493,-122.21600000000001
727935-24234,47.546,-122.315
727937-99999,47.9,-122.283
727938-99999,47.267,-122.56700000000001
727964-99999,48.25,-122.667
727965-99999,48.167,-122.15
727970-94240,47.937,-124.558
727976-24217,48.799,-122.541
727985-99999,48.522,-123.024
740030-99999,40.167,-112.933
742006-99999,48.47,-122.42
742060-24207,47.15,-122.483
742070-24201,47.083,-122.583
742300-24037,46.426,-105.883
743700-99999,44.050000000000004,-75.733
743920-14611,43.9,-69.933
743945-14710,42.93,-71.436
743946-99999,42.783,-71.517
744200-99999,40.300000000000004,-109.983
744600-99999,41.367,-88.683
744655-99999,41.767,-88.467
744680-99999,38.833,-85.417
744714-99999,40.883,-81.833
744860-94789,40.639,-73.764
744864-99999,40.717,-73.4
744865-14719,40.851,-72.619
744900-99999,42.467,-71.283
744910-14703,42.2,-72.533
744915-14775,42.160000000000004,-72.712
744940-99999,41.667,-69.967
744976-99999,40.6,-73.9
744994-04741,42.85,-73.95
745060-23239,37.733000000000004,-122.31700000000001
745090-23244,37.406,-122.048
745160-23202,38.267,-121.933
745310-93065,38.967,-104.81700000000001
745700-13840,39.833,-84.05
745940-13705,38.817,-76.867
745950-99999,38.33,-75.08
745965-13756,38.95,-74.883
745966-99999,39,-74.9
745980-13702,37.083,-76.36
746110-99999,35.281,-116.63
746120-93104,35.686,-117.691
746375-99999,34.933,-105.583
746710-13806,36.667,-87.483
746716-93808,36.965,-86.424
746930-93737,35.133,-78.933
746943-13786,36.261,-76.175
747020-23110,36.333,-119.95
747185-99999,32.834,-115.57900000000001
747187-03104,33.632,-116.164
747188-23158,33.619,-114.715
747240-23168,32.883,-112.717
747300-99999,30.167,-102.417
747320-99999,32.85,-106.10000000000001
747330-99999,33.9,-106.4
747400-13973,30.51,-99.766
747685-99999,30.400000000000002,-89.06700000000001
747686-13820,30.417,-88.917
747750-13846,30.067,-85.583
747770-03852,30.417,-86.683
747804-99999,32.009,-81.146
747810-99999,30.967000000000002,-83.2
747880-12810,27.85,-82.517
747900-13849,33.967,-80.467
747910-13717,33.683,-78.933
747915-93718,33.816,-78.72
747946-99999,28.615000000000002,-80.694
747950-12867,28.233,-80.60000000000001
785350-11630,18.255,-65.641
785430-11640,18.336000000000002,-64.98
911580-99999,22.217,-159.45000000000002
911620-22501,22.034,-159.78300000000002
911630-22526,21.900000000000002,-159.6
911650-22536,21.98,-159.339
911700-22508,21.487000000000002,-158.028
911760-22519,21.45,-157.768
911780-22514,21.317,-158.067
911820-22521,21.324,-157.939
911860-99999,21.150000000000002,-157.1
911900-22516,20.889,-156.435
911904-99999,20.95,-156.667
911905-99999,20.783,-156.95000000000002
911975-99999,19.733,-156.03300000000002
911977-99999,19.75,-155.55
912850-21504,19.719,-155.049
912940-99999,19,-155.667
992020-99999,23.43,-162.21
992030-99999,56.300000000000004,-148.17000000000002
992040-99999,25.84,-89.66
992060-99999,47.4,-124.5
992070-99999,38.47,-70.56
992090-99999,48.07,-87.78
992110-99999,47.57,-86.55
992120-99999,30.09,-88.77
992130-99999,47.35,-89.83
992140-99999,42.68,-87.03
992150-99999,32,-75.083
992160-99999,42.58,-130.36
992170-99999,51.83,-155.85
992180-99999,45.33,-86.42
992200-99999,40.800000000000004,-137.48
992210-99999,46.050000000000004,-131.02
992220-99999,44.28,-82.42
992230-99999,45.35,-82.84
992240-99999,41.68,-82.4
992260-99999,37.7,134.3
992280-99999,29,135
992290-99999,41.85,-124.38000000000001
992360-99999,41.11,-66.62
992380-99999,35.74,-121.89
992400-99999,38.46,-74.7
992410-99999,36.75,-122.42
992420-99999,42.35,-70.69
992430-99999,17.14,-157.79
992440-99999,26.01,-85.91
992470-99999,31.900000000000002,-80.9
992480-99999,37.36,-122.88
992490-99999,38.230000000000004,-123.32000000000001
992500-99999,39.22,-123.97
992580-99999,34.71,-120.97
992600-99999,33.75,-119.08
992610-99999,19.16,-160.74
992620-99999,17.52,-152.48
992640-99999,37.75,-122.82000000000001
992650-99999,40.42,-124.53
992710-99999,25.17,-94.42
992740-99999,40.78,-124.54
992760-99999,43.204,-69.128
992780-99999,43.531,-70.144
992790-99999,40.5,-69.43
992810-99999,41.833,-124.4
992820-99999,57.050000000000004,-177.58
992840-99999,-18,-85.10000000000001
994010-99999,28.900000000000002,-89.43
994020-99999,36.910000000000004,-75.71000000000001
994030-99999,35.15,-75.3
994040-99999,33.49,-77.59
994050-99999,26.61,-80.03
994060-99999,43.97,-68.13
994070-99999,47.68,-124.49000000000001
994080-99999,57.27,-133.63
994090-99999,48.22,-88.37
994100-99999,40.46,-73.83
994110-99999,27.830000000000002,-97.05
994120-99999,38.96,-123.74000000000001
994130-99999,47.870000000000005,-89.31
994140-99999,41.4,-71.03
994160-99999,34.62,-76.52
994180-99999,48.32,-122.84
994190-99999,47.08,-90.73
994200-99999,47.18,-87.22
994210-99999,34.58,-120.65
994220-99999,27.07,-82.45
994230-99999,32.68,-79.89
994240-99999,43.34,-124.38000000000001
994250-99999,42.49,-79.35000000000001
994260-99999,29.67,-94.05
994270-99999,42.97,-70.62
994280-99999,44.61,-124.07000000000001
994290-99999,29.27,-89.96000000000001
994300-99999,48.39,-124.74000000000001
994320-99999,43.89,-76.45
994330-99999,43.75,-87.69
994340-99999,41.63,-82.84
994350-99999,47.660000000000004,-122.44
994360-99999,29.67,-85.36
994370-99999,43.78,-68.86
994380-99999,31.95,-80.68
994390-99999,26.7,-79
994400-99999,38.9,-76.44
994410-99999,29.86,-81.26
994420-99999,30.25,-88.07000000000001
994430-99999,25.01,-80.38
994450-99999,24.63,-81.11
994560-99999,25.59,-80.10000000000001
994570-99999,24.46,-81.88
994580-99999,44.47,-75.8
994590-99999,44.300000000000004,-75.98
995060-99999,57.7,1.4000000000000001
995110-99999,53.800000000000004,-3.5
995170-99999,59.35,1.3
995210-99999,53.050000000000004,2.117
995230-99999,56.300000000000004,2.0100000000000002
995260-99999,58.300000000000004,-1.7
995300-99999,58.300000000000004,1
995400-99999,59.5,1.4000000000000001
995450-99999,28.519000000000002,-80.166
995460-99999,28.900000000000002,-78.55
995930-99999,50.417,0.233
996040-99999,56.300000000000004,2.1
996190-99999,26.95,-96.7
996220-99999,58.25,-138
996300-99999,36.61,-74.84
996370-99999,33.84,-118.45
996420-99999,40.25,-73.17
691484-99999,47.617000000000004,-117.667
692364-99999,39.417,-118.7
697564-99999,32.733000000000004,-113.633
698114-99999,34.300000000000004,-116.15
701335-99999,67.55,-162.967
701945-99999,68.117,-145.567
702075-99999,62.65,-160.183
702645-99999,63.733000000000004,-148.917
702715-99999,61.933,-147.167
722786-23104,33.3,-111.667
722883-99999,33.87,-118.4
722978-99999,33.65,-118
723545-99999,36.15,-97.083
723640-99999,31.88,-106.703
723756-99999,34.849000000000004,-111.788
723826-99999,35.659,-117.83
723897-23167,36.733000000000004,-119.81700000000001
723935-99999,34.717,-120.56700000000001
724053-99999,39.15,-78.15
724055-99999,39.078,-77.558
724056-99999,36.895,-81.35000000000001
724058-99999,36.683,-82.033
724074-99999,39.95,-74.85000000000001
724107-99999,36.767,-80.81700000000001
724454-93996,37.761,-90.428
724636-99999,38.07,-102.688
724776-99999,38.75,-109.75
725094-99999,42.1,-70.683
725397-99999,42.85,-84.48
725453-99999,41.4,-95.05
725454-99999,41.283,-91.667
725456-99999,40.46,-91.428
725457-99999,43.078,-94.272
725458-99999,42.75,-93.767
725463-99999,43.067,-92.617
725464-99999,41.667,-93.017
725467-99999,40.75,-95.417
725468-99999,42.050000000000004,-94.783
725469-99999,41.017,-93.367
725474-99999,41.017,-94.367
725475-99999,42.217,-91.167
725476-99999,43.276,-91.739
725477-99999,41.986000000000004,-95.38
725478-99999,42.437,-93.869
725479-99999,40.717,-95.033
725483-99999,40.667,-91.333
725484-99999,42.783,-96.2
725486-99999,42.050000000000004,-93.85000000000001
725487-99999,41.367,-91.15
725488-99999,42.683,-91.967
725489-99999,42.983000000000004,-96.06700000000001
725493-99999,41.299,-93.114
725494-99999,41.017,-95.267
725495-99999,43.217,-95.833
725496-99999,42.6,-95.233
725497-99999,41.267,-95.767
725515-99999,40.300000000000004,-96.75
725527-99999,41.767,-96.183
725564-99999,41.449,-96.52
725566-99999,42.47,-98.688
725628-99999,40.45,-99.333
725900-99999,39.4,-123.82000000000001
725939-99999,41.267,-95.767
725947-99999,40.77,-124.23
726083-99999,47.285000000000004,-68.313
726115-99999,43.35,-72.517
726160-99999,44.583,-71.183
726396-99999,39.050000000000004,-105.51
726397-99999,44.25,-83.43
726405-94869,43.109,-88.031
726464-99999,43.167,-88.717
726498-99999,41.053000000000004,-91.979
726547-99999,45.65,-95.31700000000001
726603-99999,44.85,-93.033
727135-99999,43.961,-69.71300000000001
727476-94961,48.726,-94.61200000000001
727984-99999,48.367000000000004,-124.60000000000001
744665-99999,42.117,-87.9
745097-99999,37.75,-122.7
745165-99999,38.15,-121.7
745985-99999,36.633,-80.017
747255-99999,34.267,-111.35000000000001
747540-13934,31.317,-92.55
995180-99999,60.38,1.05
999999-94728,40.779,-73.96900000000001
691804-99999,29.967000000000002,-81.983
700860-27401,70.134,-143.577
701334-99999,66.883,-162.6
702754-99999,61.133,-146.25
703604-99999,59.633,-151.467
703626-25323,59.243,-135.511
722064-99999,28.35,-82.617
722197-99999,33.357,-84.572
722518-99999,27.900000000000002,-98.05
722683-99999,33.467,-105.533
722693-99999,32.833,-105.983
722933-99999,33.42,-117.62
722935-99999,34.467,-120.033
723040-99999,35.267,-75.55
723139-93729,35.232,-75.622
723180-99999,37.2,-80.4
723513-99999,33.967,-98.483
723526-99999,35.333,-99.2
724043-99999,38.800000000000004,-76.06700000000001
725075-99999,42.696,-73.17
725084-99999,41.75,-72.184
725085-54756,42.57,-72.287
726395-14808,44.45,-83.4
727945-99999,48.161,-122.159
745431-99999,37.333,-95.5
912810-99999,19.650000000000002,-156
702312-26519,62.54,-153.617
702711-99999,61.817,-147.55
703894-99999,55.567,-133.067
722069-99999,30.400000000000002,-86.471
722181-99999,33.467,-82.039
722185-99999,34.267,-83.833
722212-99999,29.967000000000002,-81.333
722213-99999,28.823,-81.809
722484-99999,32.54,-93.745
722488-99999,32.35,-91.033
722541-99999,33.183,-96.583
722542-99999,30.733,-98.233
722543-99999,29.617,-95.65
722654-99999,30.917,-102.917
723556-99999,35.65,-95.367
723564-99999,36.033,-95.983
723657-99999,35.800000000000004,-107.18
724019-99999,36.983000000000004,-77
724093-99999,38.683,-75.367
724118-99999,36.683,-78.05
724233-99999,38.183,-84.9
724294-99999,39.75,-82.65
724296-13841,39.431,-83.777
724453-99999,38.707,-93.176
724502-99999,37.167,-97.033
724503-99999,44.35,-112.18
724508-99999,39.011,-95.217
724519-99999,37.1,-95.56700000000001
724797-23176,38.417,-113.017
725342-99999,38.764,-87.605
725373-99999,42.1,-83.167
725383-99999,41.817,-85.43900000000001
725394-99999,42.75,-86.10000000000001
725461-99999,42.113,-92.918
725462-14937,41.639,-91.545
725472-99999,42,-93.617
725498-99999,41.7,-94.917
725621-99999,41.117,-101.767
725624-99999,40.791000000000004,-99.777
726114-99999,44.533,-72.617
726163-99999,42.800000000000004,-72
726183-99999,43.991,-70.94800000000001
726452-99999,44.367000000000004,-89.833
726466-99999,45.230000000000004,-96
726502-99999,44.617000000000004,-88.733
726503-99999,43.522,-89.771
726504-99999,45.932,-89.269
726505-99999,42.583,-87.917
726506-99999,43.771,-88.488
726507-99999,42.883,-90.233
726508-99999,46.033,-91.45
726509-99999,43.433,-88.7
726548-99999,48.933,-95.333
726549-99999,47.817,-92.683
726554-99999,43.986000000000004,-94.558
726562-99999,44.629,-93.22800000000001
726575-99999,45.062,-93.354
726579-99999,44.817,-93.45
726682-99999,45.56,-93.608
726796-24138,45.258,-112.554
726837-24162,44.014,-117.008
726881-99999,45.183,-123.133
727436-99999,44.983000000000004,-85.2
727454-99999,47.833,-90.383
744904-99999,42.717,-71.117
701045-99999,68.06700000000001,-162.833
701333-99999,66.083,-162.75
701975-99999,64.783,-141.15
702223-99999,64.933,-161.167
702325-99999,61.572,-149.54
703333-99999,56.31,-158.367
703621-99999,59.45,-151.70000000000002
703835-99999,56.567,-169.65
703985-99999,55.133,-131.583
722024-99999,25.900000000000002,-80.283
722039-99999,26.2,-80.167
722049-99999,26.25,-80.117
722200-12832,29.727,-85.025
722239-99999,31.35,-85.75
722300-99999,33.183,-86.783
722523-99999,29.333000000000002,-98.467
722527-99999,29.117,-95.467
722539-99999,29.900000000000002,-97.867
722589-99999,33.201,-97.19800000000001
722618-99999,30.917,-102.917
722869-99999,33.95,-117.433
722899-99999,33.967,-117.633
722927-99999,33.128,-117.28
722956-99999,33.917,-118.333
723408-13814,35.967,-89.95
723528-99999,34.352000000000004,-98.98400000000001
723760-99999,35.217,-111.81700000000001
723898-99999,36.317,-119.633
724284-99999,39.9,-83.133
724287-99999,41.567,-83.483
724298-99999,40.707,-84.027
724927-99999,37.7,-121.81700000000001
724955-99999,38.213,-122.281
725068-99999,41.867,-71.017
725088-99999,42.583,-70.917
725114-99999,39.917,-76.867
725214-99999,41.35,-82.183
725254-99999,41.338,-84.429
725317-99999,39.483000000000004,-88.283
725374-99999,42.223,-87.746
725513-99999,40.9,-97.983
726409-99999,43.041000000000004,-88.237
726516-24024,44.051,-101.601
726593-99999,43.65,-94.98700000000001
726777-99999,46.35,-104.267
726883-99999,45.828,-119.259
727883-24220,47.034,-120.531
727890-99999,48.417,-119.533
727918-99999,45.617000000000004,-122.65
746943-99999,36.25,-76.167
911907-99999,20.796,-156.014
999999-14753,42.212,-71.114
690584-99999,33.067,-115.06700000000001
691164-99999,34.683,-86.683
692494-99999,35.333,-117.10000000000001
700300-27508,70.617,-159.85
701333-26643,66.07000000000001,-162.761
701486-99999,67.733,-164.55
701995-99999,64.54,-163.04
702006-99999,64.316,-158.73
702740-25331,61.595,-149.092
703644-99999,70.2,-151
722014-99999,28.474,-82.455
722017-99999,28.05,-81.75
722034-99999,26.92,-81.983
722037-99999,26,-80.233
722038-12897,26.155,-81.775
722103-99999,27.483,-80.367
722154-99999,34.722,-84.869
722176-99999,33.317,-84.767
722279-99999,34.653,-86.94500000000001
722366-99999,30.34,-89.83
722416-12971,29.709,-98.046
722444-99999,30.35,-95.417
722447-99999,30.733,-95.583
722469-99999,32.033,-96.4
722479-99999,32.667,-97.10000000000001
722489-99999,32.717,-96.267
722523-12970,29.339000000000002,-98.47200000000001
722540-13904,30.183,-97.68
722676-99999,32.85,-104.467
722677-99999,35,-105.667
722720-93063,32.633,-108.167
722749-99999,33.267,-111.81700000000001
722764-99999,35.65,-109.06700000000001
722787-99999,33.527,-112.295
722934-99999,33.217,-117.35000000000001
723044-99999,35.38,-78.73
723048-99999,35.19,-83.86
723074-99999,36.029,-76.57000000000001
723079-99999,36.300000000000004,-77.167
723084-99999,37.709,-77.437
723098-99999,38.533,-77.867
723104-99999,33.967,-80.983
723108-13776,34.608000000000004,-79.059
723109-99999,34.783,-79.367
723114-99999,38.017,-77.967
723115-99999,33.45,-80.867
723116-99999,34.45,-79.883
723144-99999,35.433,-81.933
723146-99999,36.433,-81.417
723245-99999,35.25,-85.85000000000001
723246-53868,36.024,-84.238
723424-99999,33.567,-91.717
723435-99999,34.550000000000004,-93.583
723439-99999,36.369,-92.471
723529-99999,34.147,-97.123
723537-99999,35.85,-97.417
723635-99999,35.7,-101.4
723700-93167,35.257,-113.934
723754-99999,34.517,-109.383
724007-99999,36.683,-76.60000000000001
724008-99999,36.433,-77.717
724104-99999,40.633,-74.667
724276-99999,39.589,-84.22500000000001
724303-14813,41.037,-81.46300000000001
724384-99999,39.831,-86.294
724388-14829,41.527,-85.787
724398-99999,36.883,-91.9
724674-99999,40.049,-107.886
724689-99999,39.25,-102.283
724796-94128,41.787,-111.852
724845-99999,41.12,-114.97
724846-99999,36.211,-115.194
724973-99999,39.800000000000004,-121.867
725015-99999,41.51,-74.26
725059-99999,42.467,-71.283
725104-99999,41.633,-80.217
725105-14770,40.819,-76.866
725107-04780,42.555,-71.757
725113-99999,40.333,-75.122
725146-99999,43.35,-76.383
725175-99999,40.633,-79.106
725187-99999,44.683,-73.517
725194-99999,42.633,-77.05
725208-99999,40.616,-83.063
725216-99999,40.867,-81.883
725217-99999,39.363,-84.521
725218-99999,40.617,-83.06700000000001
725224-99999,40.467,-81.417
725327-99999,41.45,-87
725404-99999,41.867,-84.083
725405-99999,43.317,-84.683
725406-99999,43.783,-82.983
725407-99999,45.017,-84.7
725408-99999,45.967,-86.167
725409-99999,41.921,-84.586
725414-99999,41.933,-85.05
725415-99999,42.25,-84.95
725416-99999,43.717,-85.5
725417-99999,42.567,-84.417
725418-99999,41.933,-83.433
725499-99999,40.633,-93.9
725686-99999,42.797000000000004,-105.386
726164-99999,44.368,-71.544
726415-99999,42.62,-89.042
726417-99999,45.101,-90.303
726418-99999,45.317,-92.7
726424-99999,42.761,-87.815
726425-99999,43.767,-87.85000000000001
726426-99999,44.550000000000004,-89.533
726427-99999,46.683,-92.10000000000001
726506-04840,43.77,-88.491
726517-99999,43.017,-102.517
726518-99999,43.383,-99.85000000000001
726654-99999,44.383,-106.717
726667-99999,44.517,-108.083
726704-99999,44.383,-106.717
726710-24164,42.578,-110.11
726816-99999,42.727000000000004,-114.45700000000001
726817-24154,47.455,-115.671
726818-94194,43.832,-111.808
726876-99999,44.4,-118.967
727466-99999,44.986000000000004,-96.178
727467-99999,49.317,-94.9
727468-99999,47.783,-93.65
727506-99999,43.917,-95.117
727508-99999,46.717,-94.383
727514-99999,46.383,-94.8
727515-99999,45.300000000000004,-96.417
727584-99999,46.017,-102.65
727925-94227,47.238,-123.141
